Fecha,Super 95,Super 95 (Sin imp.),Diesel,Diesel (Sin imp.),Diesel Cal.,Diesel Cal. (Sin imp.),Pais
2018-03-05,1.197,0.484,1.164,0.531,0.67,0.46,Chequia
2018-02-26,1.199,0.485,1.166,0.532,0.674,0.464,Chequia
2018-02-19,1.206,0.49,1.172,0.536,0.674,0.463,Chequia
2018-02-12,1.212,0.495,1.181,0.544,0.69,0.476,Chequia
2018-02-05,1.22,0.499,1.193,0.551,0.711,0.494,Chequia
2018-01-29,1.214,0.496,1.187,0.548,0.712,0.495,Chequia
2018-01-22,1.206,0.491,1.181,0.545,0.714,0.497,Chequia
2018-01-15,1.197,0.486,1.172,0.54,0.719,0.501,Chequia
2018-01-08,1.191,0.481,1.169,0.537,0.712,0.496,Chequia
2018-01-01,1.193,0.483,1.162,0.532,0.707,0.492,Chequia
2017-12-18,1.184,0.479,1.155,0.528,0.702,0.487,Chequia
2017-12-11,1.189,0.481,1.16,0.531,0.688,0.476,Chequia
2017-12-04,1.192,0.483,1.163,0.533,0.685,0.474,Chequia
2017-11-27,1.199,0.486,1.175,0.54,0.694,0.48,Chequia
2017-11-20,1.197,0.487,1.168,0.537,0.699,0.484,Chequia
2017-11-13,1.193,0.484,1.165,0.534,0.697,0.483,Chequia
2017-11-06,1.179,0.473,1.151,0.524,0.68,0.47,Chequia
2017-10-30,1.169,0.466,1.139,0.515,0.669,0.46,Chequia
2017-10-23,1.17,0.466,1.14,0.515,0.671,0.462,Chequia
2017-10-16,1.164,0.463,1.133,0.511,0.662,0.455,Chequia
2017-10-09,1.158,0.461,1.128,0.509,0.658,0.452,Chequia
2017-10-02,1.154,0.46,1.119,0.504,0.653,0.449,Chequia
2017-09-25,1.151,0.458,1.11,0.497,0.64,0.438,Chequia
2017-09-18,1.15,0.459,1.102,0.491,0.637,0.435,Chequia
2017-09-11,1.147,0.455,1.1,0.489,0.626,0.427,Chequia
2017-09-04,1.133,0.444,1.093,0.483,0.615,0.417,Chequia
2017-08-28,1.126,0.439,1.089,0.481,0.606,0.41,Chequia
2017-08-21,1.129,0.44,1.091,0.482,0.605,0.409,Chequia
2017-08-14,1.127,0.44,1.09,0.482,0.607,0.411,Chequia
2017-08-07,1.127,0.44,1.09,0.482,0.608,0.411,Chequia
2017-07-31,1.123,0.435,1.082,0.475,0.599,0.404,Chequia
2017-07-24,1.127,0.438,1.088,0.478,0.595,0.4,Chequia
2017-07-17,1.126,0.439,1.086,0.478,0.589,0.396,Chequia
2017-07-10,1.129,0.44,1.089,0.48,0.607,0.411,Chequia
2017-07-03,1.129,0.444,1.089,0.483,0.593,0.4,Chequia
2017-06-26,1.129,0.444,1.089,0.483,0.593,0.4,Chequia
2017-06-19,1.144,0.455,1.103,0.493,0.601,0.406,Chequia
2017-06-12,1.149,0.46,1.109,0.499,0.607,0.411,Chequia
2017-06-05,1.153,0.465,1.118,0.508,0.619,0.422,Chequia
2017-05-29,1.151,0.466,1.117,0.509,0.632,0.433,Chequia
2017-05-22,1.147,0.463,1.113,0.507,0.628,0.429,Chequia
2017-05-15,1.151,0.466,1.117,0.51,0.62,0.423,Chequia
2017-05-08,1.147,0.467,1.115,0.512,0.621,0.425,Chequia
2017-05-01,1.159,0.479,1.125,0.521,0.654,0.452,Chequia
2017-04-24,1.159,0.479,1.125,0.521,0.654,0.452,Chequia
2017-04-10,1.162,0.476,1.132,0.523,0.659,0.455,Chequia
2017-04-03,1.133,0.461,1.11,0.512,0.646,0.446,Chequia
2017-03-27,1.137,0.465,1.115,0.516,0.639,0.44,Chequia
2017-03-20,1.143,0.469,1.119,0.52,0.645,0.445,Chequia
2017-03-13,1.148,0.474,1.125,0.524,0.659,0.457,Chequia
2017-03-06,1.151,0.476,1.129,0.528,0.671,0.466,Chequia
2017-02-27,1.151,0.476,1.129,0.528,0.673,0.468,Chequia
2017-02-20,1.151,0.476,1.13,0.529,0.665,0.462,Chequia
2017-02-13,1.15,0.475,1.129,0.528,0.669,0.465,Chequia
2017-02-06,1.15,0.475,1.131,0.529,0.672,0.467,Chequia
2017-01-30,1.149,0.475,1.13,0.529,0.668,0.465,Chequia
2017-01-23,1.148,0.473,1.13,0.529,0.673,0.469,Chequia
2017-01-16,1.147,0.473,1.129,0.528,0.676,0.471,Chequia
2017-01-09,1.142,0.469,1.123,0.522,0.671,0.467,Chequia
2017-01-02,1.13,0.458,1.108,0.511,0.674,0.469,Chequia
2016-12-19,1.115,0.446,1.094,0.499,0.665,0.462,Chequia
2016-12-12,1.105,0.438,1.083,0.49,0.651,0.45,Chequia
2016-12-05,1.094,0.429,1.068,0.478,0.629,0.432,Chequia
2016-11-28,1.088,0.424,1.059,0.471,0.623,0.427,Chequia
2016-11-21,1.085,0.421,1.053,0.465,0.599,0.407,Chequia
2016-11-14,1.088,0.424,1.054,0.466,0.588,0.398,Chequia
2016-11-07,1.093,0.428,1.057,0.468,0.597,0.406,Chequia
2016-10-31,1.095,0.43,1.057,0.468,0.614,0.419,Chequia
2016-10-24,1.094,0.429,1.055,0.466,0.611,0.417,Chequia
2016-10-17,1.089,0.424,1.048,0.461,0.61,0.416,Chequia
2016-10-10,1.079,0.417,1.037,0.452,0.588,0.398,Chequia
2016-10-03,1.076,0.414,1.027,0.443,0.589,0.399,Chequia
2016-09-26,1.075,0.413,1.026,0.442,0.587,0.397,Chequia
2016-09-19,1.075,0.413,1.028,0.444,0.578,0.389,Chequia
2016-09-12,1.075,0.413,1.027,0.444,0.579,0.391,Chequia
2016-09-05,1.075,0.414,1.027,0.444,0.58,0.391,Chequia
2016-08-29,1.072,0.411,1.025,0.442,0.612,0.418,Chequia
2016-08-22,1.07,0.409,1.022,0.44,0.586,0.396,Chequia
2016-08-15,1.063,0.404,1.014,0.432,0.557,0.372,Chequia
2016-08-08,1.07,0.409,1.019,0.437,0.549,0.366,Chequia
2016-08-01,1.081,0.418,1.034,0.45,0.552,0.368,Chequia
2016-07-25,1.085,0.422,1.038,0.453,0.565,0.379,Chequia
2016-07-18,1.088,0.424,1.041,0.455,0.569,0.382,Chequia
2016-07-11,1.095,0.43,1.047,0.461,0.576,0.388,Chequia
2016-07-04,1.097,0.433,1.045,0.46,0.592,0.402,Chequia
2016-06-27,1.095,0.432,1.043,0.459,0.591,0.401,Chequia
2016-06-20,1.098,0.433,1.045,0.459,0.593,0.403,Chequia
2016-06-13,1.098,0.432,1.044,0.457,0.602,0.41,Chequia
2016-06-06,1.094,0.429,1.037,0.452,0.593,0.402,Chequia
2016-05-30,1.079,0.416,1.024,0.441,0.59,0.4,Chequia
2016-05-23,1.059,0.4,1.001,0.423,0.582,0.393,Chequia
2016-05-16,1.051,0.393,0.989,0.413,0.554,0.37,Chequia
2016-05-09,1.051,0.394,0.986,0.41,0.54,0.359,Chequia
2016-05-02,1.043,0.387,0.977,0.403,0.542,0.36,Chequia
2016-04-25,1.031,0.378,0.968,0.395,0.517,0.339,Chequia
2016-04-18,1.027,0.373,0.962,0.389,0.509,0.333,Chequia
2016-04-11,1.018,0.367,0.954,0.384,0.492,0.319,Chequia
2016-04-04,1.012,0.362,0.959,0.387,0.508,0.332,Chequia
2016-03-21,0.991,0.344,0.961,0.389,0.519,0.341,Chequia
2016-03-14,0.979,0.334,0.944,0.375,0.518,0.341,Chequia
2016-03-07,0.971,0.328,0.927,0.361,0.498,0.324,Chequia
2016-02-29,0.969,0.326,0.922,0.357,0.472,0.302,Chequia
2016-02-22,0.978,0.333,0.93,0.363,0.469,0.3,Chequia
2016-02-15,0.992,0.345,0.941,0.373,0.45,0.284,Chequia
2016-02-08,1.004,0.355,0.951,0.381,0.46,0.292,Chequia
2016-02-01,1.011,0.36,0.963,0.391,0.472,0.302,Chequia
2016-01-25,1.023,0.37,0.984,0.408,0.472,0.302,Chequia
2016-01-18,1.032,0.378,1.002,0.423,0.489,0.317,Chequia
2016-01-11,1.019,0.367,1.044,0.458,0.516,0.338,Chequia
2016-01-04,1.033,0.378,1.052,0.464,0.534,0.353,Chequia
2015-12-14,1.075,0.413,1.08,0.487,0.561,0.376,Chequia
2015-12-07,1.084,0.42,1.089,0.495,0.603,0.411,Chequia
2015-11-30,1.085,0.422,1.092,0.497,0.632,0.434,Chequia
2015-11-23,1.09,0.426,1.098,0.502,0.631,0.433,Chequia
2015-11-16,1.09,0.426,1.098,0.503,0.64,0.441,Chequia
2015-11-09,1.088,0.424,1.097,0.502,0.641,0.442,Chequia
2015-11-02,1.1,0.435,1.09,0.497,0.637,0.439,Chequia
2015-10-26,1.111,0.444,1.094,0.5,0.654,0.453,Chequia
2015-10-19,1.123,0.454,1.103,0.507,0.654,0.453,Chequia
2015-10-12,1.131,0.461,1.104,0.508,0.661,0.459,Chequia
2015-10-05,1.141,0.47,1.107,0.511,0.651,0.45,Chequia
2015-09-28,1.155,0.483,1.109,0.514,0.641,0.443,Chequia
2015-09-21,1.162,0.486,1.116,0.517,0.645,0.445,Chequia
2015-09-14,1.167,0.491,1.116,0.519,0.655,0.454,Chequia
2015-09-07,1.18,0.5,1.124,0.524,0.647,0.447,Chequia
2015-08-31,1.197,0.514,1.135,0.533,0.628,0.431,Chequia
2015-08-24,1.204,0.521,1.142,0.539,0.644,0.445,Chequia
2015-08-17,1.215,0.529,1.156,0.55,0.632,0.434,Chequia
2015-08-10,1.22,0.533,1.17,0.562,0.639,0.44,Chequia
2015-08-03,1.223,0.536,1.183,0.572,0.658,0.456,Chequia
2015-07-27,1.225,0.537,1.193,0.581,0.678,0.473,Chequia
2015-07-20,1.224,0.537,1.202,0.589,0.677,0.472,Chequia
2015-07-13,1.222,0.536,1.206,0.593,0.708,0.497,Chequia
2015-07-06,1.219,0.534,1.212,0.598,0.729,0.515,Chequia
2015-06-29,1.214,0.532,1.207,0.596,0.726,0.513,Chequia
2015-06-22,1.216,0.533,1.211,0.599,0.73,0.516,Chequia
2015-06-15,1.207,0.527,1.207,0.596,0.734,0.52,Chequia
2015-06-08,1.199,0.523,1.201,0.593,0.734,0.52,Chequia
2015-06-01,1.198,0.522,1.2,0.592,0.742,0.526,Chequia
2015-05-25,1.199,0.522,1.202,0.593,0.745,0.529,Chequia
2015-05-18,1.194,0.518,1.199,0.591,0.746,0.53,Chequia
2015-05-11,1.191,0.516,1.197,0.59,0.75,0.533,Chequia
2015-05-04,1.184,0.509,1.195,0.588,0.736,0.522,Chequia
2015-04-27,1.173,0.502,1.184,0.58,0.731,0.518,Chequia
2015-04-20,1.161,0.491,1.173,0.57,0.723,0.511,Chequia
2015-04-13,1.159,0.489,1.172,0.569,0.708,0.498,Chequia
2015-03-30,1.152,0.484,1.169,0.567,0.711,0.501,Chequia
2015-03-23,1.152,0.483,1.171,0.568,0.716,0.505,Chequia
2015-03-16,1.149,0.48,1.171,0.567,0.731,0.517,Chequia
2015-03-09,1.14,0.471,1.168,0.564,0.735,0.52,Chequia
2015-03-02,1.114,0.453,1.146,0.549,0.701,0.493,Chequia
2015-02-23,1.111,0.45,1.14,0.543,0.698,0.491,Chequia
2015-02-16,1.084,0.431,1.11,0.521,0.683,0.479,Chequia
2015-02-09,1.064,0.416,1.092,0.507,0.66,0.46,Chequia
2015-02-02,1.066,0.418,1.096,0.511,0.64,0.443,Chequia
2015-01-26,1.081,0.431,1.112,0.525,0.638,0.441,Chequia
2015-01-19,1.101,0.449,1.131,0.542,0.632,0.437,Chequia
2015-01-12,1.11,0.463,1.141,0.556,0.631,0.438,Chequia
2015-01-05,1.163,0.497,1.187,0.586,0.689,0.483,Chequia
2014-12-29,1.233,0.553,1.252,0.638,0.727,0.515,Chequia
2014-12-22,1.233,0.553,1.252,0.638,0.727,0.515,Chequia
2014-12-15,1.233,0.553,1.252,0.638,0.727,0.515,Chequia
2014-12-08,1.261,0.577,1.274,0.657,0.749,0.533,Chequia
2014-12-01,1.275,0.589,1.285,0.666,0.796,0.572,Chequia
2014-11-24,1.288,0.599,1.297,0.675,0.805,0.579,Chequia
2014-11-17,1.299,0.61,1.302,0.681,0.825,0.596,Chequia
2014-11-10,1.304,0.613,1.308,0.684,0.828,0.598,Chequia
2014-11-03,1.305,0.616,1.304,0.684,0.828,0.599,Chequia
2014-10-27,1.314,0.623,1.312,0.689,0.83,0.6,Chequia
2014-10-20,1.331,0.634,1.326,0.698,0.834,0.603,Chequia
2014-10-13,1.336,0.638,1.33,0.702,0.855,0.621,Chequia
2014-10-06,1.34,0.64,1.335,0.705,0.864,0.627,Chequia
2014-09-29,1.338,0.639,1.333,0.704,0.871,0.634,Chequia
2014-09-22,1.339,0.641,1.334,0.705,0.877,0.639,Chequia
2014-09-15,1.337,0.64,1.332,0.704,0.881,0.642,Chequia
2014-09-08,1.334,0.638,1.329,0.702,0.882,0.643,Chequia
2014-09-01,1.329,0.636,1.324,0.699,0.88,0.642,Chequia
2014-08-25,1.323,0.632,1.319,0.696,0.873,0.636,Chequia
2014-08-18,1.321,0.632,1.317,0.696,0.875,0.638,Chequia
2014-08-11,1.322,0.632,1.315,0.693,0.876,0.638,Chequia
2014-08-04,1.334,0.638,1.325,0.699,0.881,0.642,Chequia
2014-07-28,1.344,0.644,1.336,0.705,0.884,0.644,Chequia
2014-07-21,1.346,0.645,1.339,0.708,0.881,0.642,Chequia
2014-07-14,1.348,0.646,1.343,0.711,0.884,0.644,Chequia
2014-07-07,1.348,0.646,1.344,0.712,0.891,0.65,Chequia
2014-06-30,1.332,0.633,1.333,0.703,0.886,0.646,Chequia
2014-06-23,1.332,0.633,1.333,0.703,0.886,0.646,Chequia
2014-06-16,1.322,0.625,1.325,0.696,0.872,0.634,Chequia
2014-06-09,1.321,0.624,1.325,0.696,0.862,0.626,Chequia
2014-06-02,1.32,0.623,1.323,0.695,0.866,0.629,Chequia
2014-05-26,1.32,0.623,1.326,0.696,0.871,0.633,Chequia
2014-05-19,1.314,0.619,1.318,0.691,0.868,0.631,Chequia
2014-05-12,1.317,0.62,1.323,0.693,0.864,0.627,Chequia
2014-05-05,1.315,0.619,1.321,0.693,0.869,0.631,Chequia
2014-04-28,1.314,0.618,1.321,0.693,0.874,0.636,Chequia
2014-04-14,1.304,0.61,1.324,0.696,0.867,0.63,Chequia
2014-04-07,1.304,0.61,1.318,0.69,0.871,0.633,Chequia
2014-03-31,1.295,0.602,1.316,0.689,0.868,0.631,Chequia
2014-03-24,1.302,0.608,1.322,0.693,0.861,0.625,Chequia
2014-03-17,1.312,0.615,1.332,0.701,0.878,0.639,Chequia
2014-03-10,1.312,0.615,1.332,0.701,0.878,0.639,Chequia
2014-03-03,1.317,0.619,1.334,0.702,0.886,0.645,Chequia
2014-02-24,1.322,0.624,1.335,0.703,0.889,0.648,Chequia
2014-02-17,1.32,0.622,1.335,0.703,0.887,0.646,Chequia
2014-02-10,1.315,0.621,1.329,0.701,0.882,0.643,Chequia
2014-02-03,1.316,0.621,1.329,0.7,0.888,0.647,Chequia
2014-01-27,1.32,0.623,1.333,0.703,0.888,0.648,Chequia
2014-01-20,1.317,0.622,1.331,0.702,0.885,0.645,Chequia
2014-01-13,1.324,0.626,1.338,0.706,0.908,0.664,Chequia
2014-01-06,1.321,0.624,1.334,0.704,0.905,0.662,Chequia
2013-12-16,1.312,0.619,1.326,0.699,0.901,0.659,Chequia
2013-12-09,1.315,0.62,1.329,0.7,0.913,0.668,Chequia
2013-12-02,1.316,0.619,1.326,0.696,0.889,0.648,Chequia
2013-11-25,1.32,0.62,1.33,0.697,0.883,0.643,Chequia
2013-11-18,1.309,0.608,1.322,0.689,0.882,0.641,Chequia
2013-11-11,1.315,0.611,1.329,0.693,0.864,0.626,Chequia
2013-11-04,1.377,0.641,1.39,0.725,0.907,0.657,Chequia
2013-10-28,1.391,0.65,1.402,0.733,0.913,0.662,Chequia
2013-10-21,1.387,0.648,1.399,0.731,0.911,0.661,Chequia
2013-10-14,1.408,0.661,1.416,0.742,0.919,0.667,Chequia
2013-10-07,1.423,0.673,1.425,0.748,0.92,0.668,Chequia
2013-09-30,1.42,0.675,1.419,0.747,0.937,0.682,Chequia
2013-09-23,1.419,0.678,1.416,0.748,0.938,0.684,Chequia
2013-09-16,1.437,0.689,1.428,0.755,0.958,0.699,Chequia
2013-09-09,1.435,0.689,1.425,0.754,0.963,0.704,Chequia
2013-09-02,1.434,0.685,1.421,0.748,0.944,0.688,Chequia
2013-08-26,1.437,0.687,1.425,0.75,0.93,0.676,Chequia
2013-08-19,1.422,0.679,1.41,0.742,0.922,0.67,Chequia
2013-08-12,1.424,0.681,1.411,0.743,0.925,0.673,Chequia
2013-08-05,1.423,0.681,1.41,0.743,0.926,0.674,Chequia
2013-07-29,1.427,0.684,1.414,0.746,0.928,0.675,Chequia
2013-07-22,1.42,0.679,1.41,0.744,0.938,0.684,Chequia
2013-07-15,1.406,0.668,1.4,0.736,0.938,0.684,Chequia
2013-07-08,1.392,0.655,1.384,0.722,0.928,0.676,Chequia
2013-07-01,1.388,0.653,1.38,0.719,0.919,0.668,Chequia
2013-06-24,1.394,0.656,1.386,0.722,0.923,0.671,Chequia
2013-06-17,1.401,0.659,1.391,0.724,0.933,0.678,Chequia
2013-06-10,1.405,0.661,1.394,0.725,0.937,0.682,Chequia
2013-06-03,1.396,0.655,1.385,0.719,0.93,0.677,Chequia
2013-05-27,1.377,0.644,1.366,0.707,0.912,0.663,Chequia
2013-05-20,1.357,0.63,1.347,0.694,0.884,0.64,Chequia
2013-05-13,1.368,0.634,1.358,0.698,0.886,0.64,Chequia
2013-05-06,1.383,0.643,1.372,0.707,0.896,0.648,Chequia
2013-04-29,1.388,0.647,1.377,0.712,0.912,0.661,Chequia
2013-04-22,1.389,0.653,1.378,0.716,0.898,0.65,Chequia
2013-04-15,1.406,0.665,1.393,0.728,0.92,0.669,Chequia
2013-04-08,1.419,0.674,1.405,0.735,0.946,0.689,Chequia
2013-03-25,1.414,0.67,1.404,0.735,0.94,0.685,Chequia
2013-03-18,1.428,0.679,1.416,0.742,0.95,0.692,Chequia
2013-03-11,1.439,0.687,1.427,0.75,0.956,0.697,Chequia
2013-03-04,1.437,0.687,1.424,0.75,0.961,0.702,Chequia
2013-02-25,1.44,0.687,1.431,0.753,0.957,0.698,Chequia
2013-02-18,1.434,0.68,1.427,0.748,0.962,0.702,Chequia
2013-02-11,1.439,0.681,1.428,0.746,0.961,0.7,Chequia
2013-02-04,1.395,0.653,1.402,0.732,0.934,0.679,Chequia
2013-01-28,1.381,0.641,1.398,0.729,0.93,0.676,Chequia
2013-01-21,1.385,0.644,1.401,0.73,0.93,0.676,Chequia
2013-01-14,1.375,0.635,1.393,0.723,0.929,0.675,Chequia
2013-01-07,1.377,0.635,1.399,0.727,0.925,0.671,Chequia
2012-12-17,1.387,0.647,1.416,0.746,0.934,0.684,Chequia
2012-12-10,1.394,0.653,1.425,0.754,0.945,0.694,Chequia
2012-12-03,1.4,0.658,1.43,0.758,0.963,0.708,Chequia
2012-11-26,1.403,0.662,1.429,0.758,0.971,0.716,Chequia
2012-11-19,1.407,0.667,1.425,0.757,0.962,0.708,Chequia
2012-11-12,1.425,0.682,1.439,0.767,0.966,0.712,Chequia
2012-11-05,1.457,0.705,1.46,0.782,0.959,0.705,Chequia
2012-10-29,1.488,0.727,1.477,0.793,0.983,0.724,Chequia
2012-10-22,1.511,0.744,1.488,0.8,0.991,0.731,Chequia
2012-10-15,1.516,0.748,1.48,0.794,0.995,0.734,Chequia
2012-10-08,1.522,0.753,1.484,0.797,0.986,0.726,Chequia
2012-10-01,1.512,0.748,1.472,0.79,0.982,0.723,Chequia
2012-09-24,1.544,0.772,1.493,0.805,0.999,0.737,Chequia
2012-09-17,1.572,0.786,1.519,0.819,1.017,0.75,Chequia
2012-09-10,1.553,0.77,1.517,0.818,1.019,0.753,Chequia
2012-09-03,1.531,0.76,1.496,0.807,1.004,0.742,Chequia
2012-08-27,1.531,0.759,1.498,0.807,1.008,0.745,Chequia
2012-08-20,1.5,0.734,1.471,0.786,1.003,0.74,Chequia
2012-08-13,1.463,0.708,1.434,0.759,0.987,0.728,Chequia
2012-08-06,1.451,0.699,1.43,0.756,0.966,0.71,Chequia
2012-07-30,1.448,0.698,1.427,0.756,0.95,0.698,Chequia
2012-07-23,1.41,0.673,1.39,0.73,0.922,0.675,Chequia
2012-07-16,1.413,0.672,1.391,0.728,0.92,0.673,Chequia
2012-07-09,1.391,0.657,1.368,0.711,0.896,0.654,Chequia
2012-07-02,1.41,0.672,1.386,0.726,0.897,0.654,Chequia
2012-06-25,1.394,0.664,1.37,0.717,0.886,0.647,Chequia
2012-06-18,1.419,0.679,1.394,0.732,0.91,0.665,Chequia
2012-06-11,1.437,0.692,1.411,0.745,0.92,0.673,Chequia
2012-06-04,1.431,0.694,1.405,0.745,0.924,0.678,Chequia
2012-05-28,1.459,0.709,1.433,0.762,0.943,0.692,Chequia
2012-05-21,1.47,0.716,1.443,0.769,0.949,0.697,Chequia
2012-05-14,1.471,0.72,1.442,0.771,0.945,0.694,Chequia
2012-05-07,1.501,0.737,1.468,0.786,0.967,0.711,Chequia
2012-04-30,1.516,0.747,1.481,0.793,0.975,0.717,Chequia
2012-04-23,1.512,0.747,1.474,0.791,0.971,0.714,Chequia
2012-04-16,1.52,0.749,1.489,0.799,0.985,0.725,Chequia
2012-04-02,1.507,0.738,1.499,0.807,0.988,0.727,Chequia
2012-03-26,1.513,0.739,1.512,0.815,1.005,0.741,Chequia
2012-03-19,1.506,0.732,1.516,0.817,1.006,0.742,Chequia
2012-03-12,1.491,0.719,1.505,0.809,0.994,0.731,Chequia
2012-03-05,1.472,0.708,1.49,0.8,0.975,0.717,Chequia
2012-02-27,1.453,0.699,1.474,0.791,0.971,0.715,Chequia
2012-02-20,1.451,0.694,1.473,0.788,0.974,0.717,Chequia
2012-02-13,1.441,0.688,1.464,0.783,0.956,0.702,Chequia
2012-02-06,1.447,0.691,1.47,0.787,0.944,0.692,Chequia
2012-01-30,1.433,0.686,1.457,0.781,0.947,0.696,Chequia
2012-01-23,1.43,0.685,1.456,0.781,0.959,0.706,Chequia
2012-01-16,1.393,0.659,1.415,0.751,0.953,0.702,Chequia
2012-01-09,1.376,0.65,1.397,0.74,0.935,0.687,Chequia
2011-12-19,1.379,0.642,1.405,0.738,0.919,0.672,Chequia
2011-12-12,1.367,0.637,1.391,0.731,0.915,0.67,Chequia
2011-12-05,1.394,0.651,1.418,0.746,0.94,0.689,Chequia
2011-11-28,1.364,0.638,1.383,0.728,0.921,0.676,Chequia
2011-11-21,1.374,0.643,1.389,0.73,0.934,0.686,Chequia
2011-11-14,1.355,0.63,1.363,0.71,0.919,0.674,Chequia
2011-11-07,1.391,0.646,1.398,0.727,0.93,0.68,Chequia
2011-10-31,1.406,0.654,1.411,0.734,0.929,0.678,Chequia
2011-10-24,1.39,0.645,1.386,0.717,0.903,0.657,Chequia
2011-10-17,1.403,0.65,1.399,0.723,0.911,0.663,Chequia
2011-10-10,1.401,0.649,1.393,0.719,0.9,0.654,Chequia
2011-10-03,1.4,0.65,1.391,0.719,0.887,0.644,Chequia
2011-09-26,1.412,0.656,1.402,0.725,0.901,0.654,Chequia
2011-09-19,1.417,0.659,1.408,0.728,0.886,0.642,Chequia
2011-09-12,1.416,0.657,1.408,0.727,0.881,0.637,Chequia
2011-09-05,1.396,0.639,1.378,0.701,0.866,0.625,Chequia
2011-08-29,1.422,0.652,1.405,0.717,0.868,0.624,Chequia
2011-08-22,1.407,0.648,1.388,0.71,0.854,0.615,Chequia
2011-08-08,1.451,0.678,1.432,0.741,0.891,0.644,Chequia
2011-08-01,1.458,0.684,1.44,0.746,0.902,0.654,Chequia
2011-07-25,1.447,0.68,1.43,0.743,0.898,0.651,Chequia
2011-07-18,1.422,0.659,1.401,0.719,0.883,0.639,Chequia
2011-07-11,1.425,0.657,1.403,0.717,0.876,0.632,Chequia
2011-07-04,1.432,0.664,1.406,0.721,0.868,0.625,Chequia
2011-06-27,1.422,0.66,1.396,0.716,0.862,0.621,Chequia
2011-06-20,1.443,0.67,1.416,0.726,0.89,0.643,Chequia
2011-06-13,1.447,0.673,1.422,0.731,0.887,0.641,Chequia
2011-06-06,1.44,0.672,1.412,0.727,0.886,0.641,Chequia
2011-05-30,1.426,0.664,1.396,0.716,0.874,0.631,Chequia
2011-05-23,1.433,0.671,1.399,0.72,0.863,0.622,Chequia
2011-05-16,1.446,0.678,1.414,0.729,0.877,0.633,Chequia
2011-05-09,1.462,0.687,1.431,0.739,0.889,0.643,Chequia
2011-05-02,1.463,0.688,1.432,0.741,0.922,0.67,Chequia
2011-04-18,1.456,0.683,1.437,0.744,0.929,0.676,Chequia
2011-04-11,1.426,0.663,1.406,0.724,0.923,0.672,Chequia
2011-04-04,1.397,0.639,1.386,0.707,0.913,0.664,Chequia
2011-03-28,1.392,0.637,1.381,0.705,0.912,0.663,Chequia
2011-03-21,1.4,0.642,1.385,0.707,0.915,0.666,Chequia
2011-03-14,1.408,0.646,1.391,0.709,0.92,0.669,Chequia
2011-03-07,1.411,0.646,1.386,0.703,0.914,0.664,Chequia
2011-02-28,1.383,0.625,1.36,0.684,0.881,0.636,Chequia
2011-02-21,1.359,0.608,1.343,0.671,0.845,0.607,Chequia
2011-02-14,1.376,0.617,1.352,0.675,0.843,0.604,Chequia
2011-02-07,1.381,0.617,1.355,0.675,0.836,0.598,Chequia
2011-01-31,1.378,0.618,1.352,0.674,0.83,0.593,Chequia
2011-01-24,1.385,0.624,1.36,0.681,0.834,0.597,Chequia
2011-01-17,1.383,0.625,1.347,0.673,0.837,0.6,Chequia
2011-01-10,1.357,0.61,1.323,0.659,0.827,0.592,Chequia
2011-01-03,1.341,0.606,1.307,0.653,0.812,0.582,Chequia
2010-12-20,1.308,0.582,1.271,0.626,0.834,0.601,Chequia
2010-12-13,1.313,0.584,1.276,0.628,0.837,0.603,Chequia
2010-12-06,1.274,0.549,1.245,0.6,0.781,0.556,Chequia
2010-11-29,1.277,0.545,1.25,0.599,0.741,0.522,Chequia
2010-11-22,1.287,0.552,1.26,0.607,0.74,0.52,Chequia
2010-11-15,1.274,0.541,1.242,0.59,0.737,0.518,Chequia
2010-11-08,1.277,0.542,1.242,0.589,0.725,0.508,Chequia
2010-10-25,1.288,0.549,1.249,0.594,0.725,0.507,Chequia
2010-10-18,1.284,0.547,1.252,0.597,0.724,0.507,Chequia
2010-10-11,1.273,0.538,1.242,0.588,0.726,0.508,Chequia
2010-10-04,1.282,0.544,1.248,0.593,0.727,0.509,Chequia
2010-09-27,1.287,0.55,1.249,0.595,0.734,0.515,Chequia
2010-09-20,1.282,0.548,1.244,0.593,0.731,0.513,Chequia
2010-09-13,1.275,0.542,1.236,0.586,0.728,0.51,Chequia
2010-09-06,1.271,0.54,1.236,0.587,0.718,0.502,Chequia
2010-08-30,1.27,0.541,1.234,0.587,0.718,0.502,Chequia
2010-08-23,1.279,0.548,1.241,0.592,0.718,0.502,Chequia
2010-08-16,1.281,0.551,1.242,0.594,0.721,0.505,Chequia
2010-08-09,1.291,0.557,1.25,0.599,0.716,0.5,Chequia
2010-08-02,1.304,0.566,1.262,0.608,0.725,0.508,Chequia
2010-07-26,1.287,0.562,1.246,0.603,0.722,0.508,Chequia
2010-07-19,1.277,0.559,1.236,0.599,0.718,0.505,Chequia
2010-07-12,1.287,0.565,1.246,0.606,0.737,0.521,Chequia
2010-07-05,1.278,0.563,1.238,0.604,0.748,0.531,Chequia
2010-06-28,1.27,0.56,1.231,0.6,0.744,0.527,Chequia
2010-06-21,1.265,0.556,1.223,0.594,0.738,0.523,Chequia
2010-06-14,1.272,0.56,1.228,0.597,0.734,0.519,Chequia
2010-06-07,1.246,0.542,1.197,0.575,0.714,0.504,Chequia
2010-05-31,1.267,0.552,1.217,0.585,0.727,0.513,Chequia
